Freq.	V(vout)
5.06990708274685e+04	(-3.13518558824729e+00dB,-1.05720444646219e+02°)
5.08159442560541e+04	(-3.24577989030554e+00dB,-1.07819330894799e+02°)
5.09330871057176e+04	(-3.36228256504040e+00dB,-1.09925983768017e+02°)
5.10504999975387e+04	(-3.48480509796853e+00dB,-1.12038549378227e+02°)
5.11681835540288e+04	(-3.61343776809020e+00dB,-1.14155101738164e+02°)
5.12861383991345e+04	(-3.74824837235547e+00dB,-1.16273657019034e+02°)
5.14043651582406e+04	(-3.88928122906677e+00dB,-1.18392188965964e+02°)
5.15228644581737e+04	(-4.03655648793051e+00dB,-1.20508645181423e+02°)
5.16416369272051e+04	(-4.19006976629550e+00dB,-1.22620963954971e+02°)
5.17606831950548e+04	(-4.34979212200242e+00dB,-1.24727091297069e+02°)
5.18800038928941e+04	(-4.51567036364948e+00dB,-1.26824997826881e+02°)
5.19995996533496e+04	(-4.68762768941931e+00dB,-1.28912695169612e+02°)
5.21194711105060e+04	(-4.86556463638563e+00dB,-1.30988251537481e+02°)
5.22396188999099e+04	(-5.04936031386025e+00dB,-1.33049806198911e+02°)
5.23600436585730e+04	(-5.23887388723260e+00dB,-1.35095582581048e+02°)
5.24807460249752e+04	(-5.43394627317613e+00dB,-1.37123899799008e+02°)
5.26017266390686e+04	(-5.63440200323630e+00dB,-1.39133182458621e+02°)
5.27229861422802e+04	(-5.84005121074214e+00dB,-1.41121968635055e+02°)
5.28445251775160e+04	(-6.05069169566143e+00dB,-1.43088915984911e+02°)
5.29663443891637e+04	(-6.26611102331683e+00dB,-1.45032806001682e+02°)
5.30884444230967e+04	(-6.48608861558859e+00dB,-1.46952546471834e+02°)
5.32108259266773e+04	(-6.71039779708264e+00dB,-1.48847172229595e+02°)
5.33334895487600e+04	(-6.93880776345019e+00dB,-1.50715844341856e+02°)
5.34564359396950e+04	(-7.17108544430363e+00dB,-1.52557847879884e+02°)
5.35796657513320e+04	(-7.40699723869328e+00dB,-1.54372588451737e+02°)
5.37031796370231e+04	(-7.64631060663495e+00dB,-1.56159587678875e+02°)
5.38269782516267e+04	(-7.88879550548422e+00dB,-1.57918477803083e+02°)
5.39510622515106e+04	(-8.13422566486929e+00dB,-1.59648995606459e+02°)
5.40754322945559e+04	(-8.38237969829248e+00dB,-1.61350975818923e+02°)
5.42000890401602e+04	(-8.63304205331150e+00dB,-1.63024344175593e+02°)
5.43250331492411e+04	(-8.88600380537700e+00dB,-1.64669110271487e+02°)
5.44502652842399e+04	(-9.14106330292952e+00dB,-1.66285360344425e+02°)
5.45757861091249e+04	(-9.39802667327352e+00dB,-1.67873250099536e+02°)
5.47015962893950e+04	(-9.65670820009209e+00dB,-1.69432997671206e+02°)
5.48276964920832e+04	(-9.91693058430734e+00dB,-1.70964876801220e+02°)
5.49540873857602e+04	(-1.01785251003946e+01dB,-1.72469210295756e+02°)
5.50807696405381e+04	(-1.04413316602940e+01dB,-1.73946363808980e+02°)
5.52077439280735e+04	(-1.07051987968042e+01dB,-1.75396739987695e+02°)
5.53350109215714e+04	(-1.09699835778534e+01dB,-1.76820772999663e+02°)
5.54625712957888e+04	(-1.12355514623819e+01dB,-1.78218923458083e+02°)
5.55904257270381e+04	(-1.15017761077968e+01dB,-1.79591673746117e+02°)
5.57185748931907e+04	(-1.17685391381094e+01dB,1.79060476261729e+02°)
5.58470194736808e+04	(-1.20357298809850e+01dB,1.77737013090275e+02°)
5.59757601495087e+04	(-1.23032450810489e+01dB,1.76437413179769e+02°)
5.61047976032448e+04	(-1.25709885959270e+01dB,1.75161146044137e+02°)
5.62341325190326e+04	(-1.28388710806693e+01dB,1.73907677090549e+02°)
5.63637655825931e+04	(-1.31068096654260e+01dB,1.72676470121007e+02°)
5.64936974812279e+04	(-1.33747276305227e+01dB,1.71466989537631e+02°)
5.66239289038230e+04	(-1.36425540824237e+01dB,1.70278702273625e+02°)
5.67544605408524e+04	(-1.39102236334733e+01dB,1.69111079471825e+02°)
5.68852930843818e+04	(-1.41776760877748e+01dB,1.67963597932280e+02°)
5.70164272280724e+04	(-1.44448561350952e+01dB,1.66835741349593e+02°)
5.71478636671843e+04	(-1.47117130542713e+01dB,1.65727001359819e+02°)
5.72796030985806e+04	(-1.49782004272338e+01dB,1.64636878415674e+02°)
5.74116462207304e+04	(-1.52442758644597e+01dB,1.63564882507655e+02°)
5.75439937337133e+04	(-1.55099007423995e+01dB,1.62510533747464e+02°)
5.76766463392227e+04	(-1.57750399532064e+01dB,1.61473362828950e+02°)
5.78096047405694e+04	(-1.60396616669069e+01dB,1.60452911380546e+02°)
5.79428696426857e+04	(-1.63037371060044e+01dB,1.59448732222029e+02°)
5.80764417521288e+04	(-1.65672403323792e+01dB,1.58460389537298e+02°)
5.82103217770847e+04	(-1.68301480462501e+01dB,1.57487458973797e+02°)
5.83445104273720e+04	(-1.70924393968877e+01dB,1.56529527678172e+02°)
5.84790084144456e+04	(-1.73540958047036e+01dB,1.55586194276832e+02°)
5.86138164514004e+04	(-1.76151007943014e+01dB,1.54657068809190e+02°)
5.87489352529752e+04	(-1.78754398380389e+01dB,1.53741772620530e+02°)
5.88843655355564e+04	(-1.81351002096325e+01dB,1.52839938220710e+02°)
5.90201080171819e+04	(-1.83940708473251e+01dB,1.51951209114233e+02°)
5.91561634175449e+04	(-1.86523422261290e+01dB,1.51075239606555e+02°)
5.92925324579975e+04	(-1.89099062386627e+01dB,1.50211694590979e+02°)
5.94292158615548e+04	(-1.91667560841055e+01dB,1.49360249319919e+02°)
5.95662143528985e+04	(-1.94228861648009e+01dB,1.48520589163893e+02°)
5.97035286583812e+04	(-1.96782919900585e+01dB,1.47692409361171e+02°)
5.98411595060294e+04	(-1.99329700867156e+01dB,1.46875414760612e+02°)
5.99791076255484e+04	(-2.01869179160378e+01dB,1.46069319559924e+02°)
6.01173737483253e+04	(-2.04401337965571e+01dB,1.45273847041252e+02°)
6.02559586074332e+04	(-2.06926168324631e+01dB,1.44488729305739e+02°)
6.03948629376354e+04	(-2.09443668471836e+01dB,1.43713707008486e+02°)
6.05340874753888e+04	(-2.11953843218092e+01dB,1.42948529095090e+02°)
6.06736329588480e+04	(-2.14456703380345e+01dB,1.42192952540806e+02°)
6.08135001278692e+04	(-2.16952265253103e+01dB,1.41446742093150e+02°)
6.09536897240143e+04	(-2.19440550119151e+01dB,1.40709670018691e+02°)
6.10942024905546e+04	(-2.21921583796749e+01dB,1.39981515854575e+02°)
6.12350391724747e+04	(-2.24395396220767e+01dB,1.39262066165280e+02°)
6.13762005164768e+04	(-2.26862021055352e+01dB,1.38551114304968e+02°)
6.15176872709842e+04	(-2.29321495335901e+01dB,1.37848460185714e+02°)
6.16595001861456e+04	(-2.31773859138253e+01dB,1.37153910051850e+02°)
6.18016400138389e+04	(-2.34219155273143e+01dB,1.36467276260551e+02°)
6.19441075076755e+04	(-2.36657429004097e+01dB,1.35788377068796e+02°)
6.20869034230037e+04	(-2.39088727787090e+01dB,1.35117036426715e+02°)
6.22300285169133e+04	(-2.41513101030362e+01dB,1.34453083777374e+02°)
6.23734835482392e+04	(-2.43930599872947e+01dB,1.33796353862949e+02°)
6.25172692775659e+04	(-2.46341276980531e+01dB,1.33146686537250e+02°)
6.26613864672308e+04	(-2.48745186357384e+01dB,1.32503926584519e+02°)
6.28058358813291e+04	(-2.51142383173170e+01dB,1.31867923544401e+02°)
6.29506182857170e+04	(-2.53532923603546e+01dB,1.31238531542991e+02°)
6.30957344480166e+04	(-2.55916864683543e+01dB,1.30615609129810e+02°)
6.32411851376192e+04	(-2.58294264172762e+01dB,1.29999019120601e+02°)
6.33869711256899e+04	(-2.60665180431521e+01dB,1.29388628445774e+02°)
6.35330931851716e+04	(-2.63029672307142e+01dB,1.28784308004374e+02°)
6.36795520907888e+04	(-2.65387799029618e+01dB,1.28185932523399e+02°)
6.38263486190521e+04	(-2.67739620115962e+01dB,1.27593380422318e+02°)
6.39734835482620e+04	(-2.70085195282588e+01dB,1.27006533682633e+02°)
6.41209576585133e+04	(-2.72424584365126e+01dB,1.26425277722316e+02°)
6.42687717316991e+04	(-2.74757847245110e+01dB,1.25849501274966e+02°)
6.44169265515149e+04	(-2.77085043783024e+01dB,1.25279096273522e+02°)
6.45654229034627e+04	(-2.79406233757233e+01dB,1.24713957738390e+02°)
6.47142615748555e+04	(-2.81721476808341e+01dB,1.24153983669803e+02°)
6.48634433548210e+04	(-2.84030832388582e+01dB,1.23599074944286e+02°)
6.50129690343062e+04	(-2.86334359715848e+01dB,1.23049135215062e+02°)
6.51628394060814e+04	(-2.88632117732017e+01dB,1.22504070816261e+02°)
6.53130552647443e+04	(-2.90924165065238e+01dB,1.21963790670788e+02°)
6.54636174067246e+04	(-2.93210559995885e+01dB,1.21428206201701e+02°)
6.56145266302876e+04	(-2.95491360425884e+01dB,1.20897231246988e+02°)
6.57657837355391e+04	(-2.97766623851170e+01dB,1.20370781977589e+02°)
6.59173895244292e+04	(-3.00036407337021e+01dB,1.19848776818548e+02°)
6.60693448007567e+04	(-3.02300767496051e+01dB,1.19331136373170e+02°)
6.62216503701732e+04	(-3.04559760468656e+01dB,1.18817783350072e+02°)
6.63743070401879e+04	(-3.06813441905715e+01dB,1.18308642492998e+02°)
6.65273156201712e+04	(-3.09061866953387e+01dB,1.17803640513308e+02°)
6.66806769213592e+04	(-3.11305090239808e+01dB,1.17302706025013e+02°)
6.68343917568585e+04	(-3.13543165863579e+01dB,1.16805769482276e+02°)
6.69884609416496e+04	(-3.15776147383860e+01dB,1.16312763119264e+02°)
6.71428852925922e+04	(-3.18004087811969e+01dB,1.15823620892264e+02°)
6.72976656284288e+04	(-3.20227039604361e+01dB,1.15338278423972e+02°)
6.74528027697892e+04	(-3.22445054656863e+01dB,1.14856672949865e+02°)
6.76082975391951e+04	(-3.24658184300073e+01dB,1.14378743266570e+02°)
6.77641507610644e+04	(-3.26866479295823e+01dB,1.13904429682160e+02°)
6.79203632617154e+04	(-3.29069989834620e+01dB,1.13433673968282e+02°)
6.80769358693711e+04	(-3.31268765533977e+01dB,1.12966419314067e+02°)
6.82338694141639e+04	(-3.33462855437563e+01dB,1.12502610281720e+02°)
6.83911647281398e+04	(-3.35652308015104e+01dB,1.12042192763753e+02°)
6.85488226452630e+04	(-3.37837171162958e+01dB,1.11585113941770e+02°)
6.87068440014201e+04	(-3.40017492205319e+01dB,1.11131322246761e+02°)
6.88652296344245e+04	(-3.42193317895987e+01dB,1.10680767320830e+02°)
6.90239803840210e+04	(-3.44364694420645e+01dB,1.10233399980305e+02°)
6.91830970918905e+04	(-3.46531667399612e+01dB,1.09789172180180e+02°)
6.93425806016537e+04	(-3.48694281891013e+01dB,1.09348036979825e+02°)
6.95024317588765e+04	(-3.50852582394329e+01dB,1.08909948509923e+02°)
6.96626514110736e+04	(-3.53006612854301e+01dB,1.08474861940582e+02°)
6.98232404077139e+04	(-3.55156416665128e+01dB,1.08042733450568e+02°)
6.99841996002241e+04	(-3.57302036674957e+01dB,1.07613520197633e+02°)
7.01455298419939e+04	(-3.59443515190606e+01dB,1.07187180289871e+02°)
7.03072319883801e+04	(-3.61580893982522e+01dB,1.06763672758084e+02°)
7.04693068967114e+04	(-3.63714214289919e+01dB,1.06342957529101e+02°)
7.06317554262929e+04	(-3.65843516826095e+01dB,1.05924995400025e+02°)
7.07945784384105e+04	(-3.67968841783900e+01dB,1.05509748013361e+02°)
7.09577767963356e+04	(-3.70090228841322e+01dB,1.05097177833003e+02°)
7.11213513653296e+04	(-3.72207717167201e+01dB,1.04687248121035e+02°)
7.12853030126486e+04	(-3.74321345427024e+01dB,1.04279922915319e+02°)
7.14496326075480e+04	(-3.76431151788802e+01dB,1.03875167007846e+02°)
7.16143410212869e+04	(-3.78537173929019e+01dB,1.03472945923812e+02°)
7.17794291271328e+04	(-3.80639449038619e+01dB,1.03073225901387e+02°)
7.19448978003666e+04	(-3.82738013829043e+01dB,1.02675973872173e+02°)
7.21107479182866e+04	(-3.84832904538295e+01dB,1.02281157442295e+02°)
7.22769803602136e+04	(-3.86924156937016e+01dB,1.01888744874122e+02°)
7.24435960074956e+04	(-3.89011806334575e+01dB,1.01498705068592e+02°)
7.26105957435121e+04	(-3.91095887585163e+01dB,1.01111007548104e+02°)
7.27779804536790e+04	(-3.93176435093871e+01dB,1.00725622439975e+02°)
7.29457510254534e+04	(-3.95253482822759e+01dB,1.00342520460429e+02°)
7.31139083483383e+04	(-3.97327064296907e+01dB,9.99616728990986e+01°)
7.32824533138870e+04	(-3.99397212610433e+01dB,9.95830516040268e+01°)
7.34513868157080e+04	(-4.01463960432482e+01dB,9.92066289671438e+01°)
7.36207097494701e+04	(-4.03527340013184e+01dB,9.88323779102049e+01°)
7.37904230129066e+04	(-4.05587383189557e+01dB,9.84602718711733e+01°)
7.39605275058203e+04	(-4.07644121391382e+01dB,9.80902847910281e+01°)
7.41310241300882e+04	(-4.09697585647018e+01dB,9.77223911009847e+01°)
7.43019137896666e+04	(-4.11747806589170e+01dB,9.73565657101137e+01°)
7.44731973905954e+04	(-4.13794814460601e+01dB,9.69927839933402e+01°)
7.46448758410031e+04	(-4.15838639119787e+01dB,9.66310217798141e+01°)
7.48169500511119e+04	(-4.17879310046519e+01dB,9.62712553416349e+01°)
7.49894209332420e+04	(-4.19916856347433e+01dB,9.59134613829202e+01°)
7.51622894018169e+04	(-4.21951306761487e+01dB,9.55576170292061e+01°)
7.53355563733681e+04	(-4.23982689665372e+01dB,9.52036998171649e+01°)
7.55092227665398e+04	(-4.26011033078852e+01dB,9.48516876846337e+01°)
7.56832895020938e+04	(-4.28036364670045e+01dB,9.45015589609387e+01°)
7.58577575029147e+04	(-4.30058711760634e+01dB,9.41532923575071e+01°)
7.60326276940145e+04	(-4.32078101331008e+01dB,9.38068669587556e+01°)
7.62079010025375e+04	(-4.34094560025339e+01dB,9.34622622132486e+01°)
7.63835783577654e+04	(-4.36108114156586e+01dB,9.31194579251127e+01°)
7.65596606911219e+04	(-4.38118789711429e+01dB,9.27784342457015e+01°)
7.67361489361782e+04	(-4.40126612355142e+01dB,9.24391716655026e+01°)
7.69130440286572e+04	(-4.42131607436388e+01dB,9.21016510062749e+01°)
7.70903469064393e+04	(-4.44133799991943e+01dB,9.17658534134160e+01°)
7.72680585095665e+04	(-4.46133214751363e+01dB,9.14317603485408e+01°)
7.74461797802481e+04	(-4.48129876141568e+01dB,9.10993535822766e+01°)
7.76247116628654e+04	(-4.50123808291367e+01dB,9.07686151872564e+01°)
7.78036551039766e+04	(-4.52115035035908e+01dB,9.04395275313128e+01°)
7.79830110523221e+04	(-4.54103579921065e+01dB,9.01120732708598e+01°)
7.81627804588292e+04	(-4.56089466207755e+01dB,8.97862353444589e+01°)
7.83429642766174e+04	(-4.58072716876187e+01dB,8.94619969665634e+01°)
7.85235634610033e+04	(-4.60053354630047e+01dB,8.91393416214353e+01°)
7.87045789695060e+04	(-4.62031401900616e+01dB,8.88182530572269e+01°)
7.88860117618516e+04	(-4.64006880850822e+01dB,8.84987152802257e+01°)
7.90678627999786e+04	(-4.65979813379227e+01dB,8.81807125492544e+01°)
7.92501330480433e+04	(-4.67950221123954e+01dB,8.78642293702209e+01°)
7.94328234724243e+04	(-4.69918125466545e+01dB,8.75492504908169e+01°)
7.96159350417280e+04	(-4.71883547535761e+01dB,8.72357608953559e+01°)
7.97994687267937e+04	(-4.73846508211317e+01dB,8.69237457997486e+01°)
7.99834255006989e+04	(-4.75807028127561e+01dB,8.66131906466134e+01°)
8.01678063387640e+04	(-4.77765127677084e+01dB,8.63040811005115e+01°)
8.03526122185578e+04	(-4.79720827014283e+01dB,8.59964030433107e+01°)
8.05378441199027e+04	(-4.81674146058854e+01dB,8.56901425696674e+01°)
8.07235030248798e+04	(-4.83625104499231e+01dB,8.53852859826269e+01°)
8.09095899178342e+04	(-4.85573721795974e+01dB,8.50818197893370e+01°)
8.10961057853801e+04	(-4.87520017185092e+01dB,8.47797306968707e+01°)
8.12830516164059e+04	(-4.89464009681315e+01dB,8.44790056081573e+01°)
8.14704284020799e+04	(-4.91405718081312e+01dB,8.41796316180152e+01°)
8.16582371358552e+04	(-4.93345160966855e+01dB,8.38815960092864e+01°)
8.18464788134749e+04	(-4.95282356707929e+01dB,8.35848862490677e+01°)
8.20351544329777e+04	(-4.97217323465788e+01dB,8.32894899850358e+01°)
8.22242649947030e+04	(-4.99150079195970e+01dB,8.29953950418649e+01°)
8.24138115012961e+04	(-5.01080641651245e+01dB,8.27025894177334e+01°)
8.26037949577137e+04	(-5.03009028384533e+01dB,8.24110612809154e+01°)
8.27942163712293e+04	(-5.04935256751754e+01dB,8.21207989664573e+01°)
8.29850767514381e+04	(-5.06859343914642e+01dB,8.18317909729352e+01°)
8.31763771102629e+04	(-5.08781306843515e+01dB,8.15440259592913e+01°)
8.33681184619592e+04	(-5.10701162319983e+01dB,8.12574927417468e+01°)
8.35603018231206e+04	(-5.12618926939627e+01dB,8.09721802907899e+01°)
8.37529282126840e+04	(-5.14534617114626e+01dB,8.06880777282344e+01°)
8.39459986519355e+04	(-5.16448249076337e+01dB,8.04051743243508e+01°)
8.41395141645153e+04	(-5.18359838877839e+01dB,8.01234594950639e+01°)
8.43334757764233e+04	(-5.20269402396428e+01dB,7.98429227992175e+01°)
8.45278845160247e+04	(-5.22176955336077e+01dB,7.95635539359029e+01°)
8.47227414140554e+04	(-5.24082513229844e+01dB,7.92853427418511e+01°)
8.49180475036271e+04	(-5.25986091442253e+01dB,7.90082791888846e+01°)
8.51138038202333e+04	(-5.27887705171629e+01dB,7.87323533814291e+01°)
8.53100114017546e+04	(-5.29787369452388e+01dB,7.84575555540832e+01°)
8.55066712884640e+04	(-5.31685099157303e+01dB,7.81838760692421e+01°)
8.57037845230326e+04	(-5.33580908999718e+01dB,7.79113054147780e+01°)
8.59013521505352e+04	(-5.35474813535734e+01dB,7.76398342017726e+01°)
8.60993752184557e+04	(-5.37366827166358e+01dB,7.73694531622999e+01°)
8.62978547766926e+04	(-5.39256964139610e+01dB,7.71001531472613e+01°)
8.64967918775649e+04	(-5.41145238552607e+01dB,7.68319251242668e+01°)
8.66961875758172e+04	(-5.43031664353597e+01dB,7.65647601755664e+01°)
8.68960429286257e+04	(-5.44916255343975e+01dB,7.62986494960251e+01°)
8.70963589956036e+04	(-5.46799025180255e+01dB,7.60335843911448e+01°)
8.72971368388067e+04	(-5.48679987376014e+01dB,7.57695562751282e+01°)
8.74983775227391e+04	(-5.50559155303804e+01dB,7.55065566689873e+01°)
8.77000821143590e+04	(-5.52436542197030e+01dB,7.52445771986904e+01°)
8.79022516830839e+04	(-5.54312161151802e+01dB,7.49836095933536e+01°)
8.81048873007969e+04	(-5.56186025128755e+01dB,7.47236456834663e+01°)
8.83079900418517e+04	(-5.58058146954832e+01dB,7.44646773991606e+01°)
8.85115609830790e+04	(-5.59928539325051e+01dB,7.42066967685138e+01°)
8.87156012037915e+04	(-5.61797214804235e+01dB,7.39496959158883e+01°)
8.89201117857903e+04	(-5.63664185828714e+01dB,7.36936670603089e+01°)
8.91250938133700e+04	(-5.65529464708004e+01dB,7.34386025138713e+01°)
8.93305483733249e+04	(-5.67393063626451e+01dB,7.31844946801864e+01°)
8.95364765549548e+04	(-5.69254994644860e+01dB,7.29313360528576e+01°)
8.97428794500702e+04	(-5.71115269702088e+01dB,7.26791192139879e+01°)
8.99497581529989e+04	(-5.72973900616612e+01dB,7.24278368327203e+01°)
9.01571137605910e+04	(-5.74830899088082e+01dB,7.21774816638077e+01°)
9.03649473722255e+04	(-5.76686276698834e+01dB,7.19280465462118e+01°)
9.05732600898153e+04	(-5.78540044915392e+01dB,7.16795244017320e+01°)
9.07820530178139e+04	(-5.80392215089941e+01dB,7.14319082336614e+01°)
9.09913272632204e+04	(-5.82242798461772e+01dB,7.11851911254716e+01°)
9.12010839355862e+04	(-5.84091806158713e+01dB,7.09393662395221e+01°)
9.14113241470203e+04	(-5.85939249198532e+01dB,7.06944268157978e+01°)
9.16220490121952e+04	(-5.87785138490316e+01dB,7.04503661706713e+01°)
9.18332596483533e+04	(-5.89629484835838e+01dB,7.02071776956901e+01°)
9.20449571753123e+04	(-5.91472298930887e+01dB,6.99648548563875e+01°)
9.22571427154715e+04	(-5.93313591366594e+01dB,6.97233911911178e+01°)
9.24698173938174e+04	(-5.95153372630724e+01dB,6.94827803099150e+01°)
9.26829823379301e+04	(-5.96991653108955e+01dB,6.92430158933729e+01°)
9.28966386779888e+04	(-5.98828443086135e+01dB,6.90040916915480e+01°)
9.31107875467782e+04	(-6.00663752747521e+01dB,6.87660015228844e+01°)
9.33254300796942e+04	(-6.02497592179995e+01dB,6.85287392731575e+01°)
9.35405674147503e+04	(-6.04329971373266e+01dB,6.82922988944409e+01°)
9.37562006925831e+04	(-6.06160900221051e+01dB,6.80566744040928e+01°)
9.39723310564589e+04	(-6.07990388522238e+01dB,6.78218598837594e+01°)
9.41889596522792e+04	(-6.09818445982030e+01dB,6.75878494784010e+01°)
9.44060876285874e+04	(-6.11645082213076e+01dB,6.73546373953338e+01°)
9.46237161365743e+04	(-6.13470306736579e+01dB,6.71222179032923e+01°)
9.48418463300847e+04	(-6.15294128983389e+01dB,6.68905853315074e+01°)
9.50604793656231e+04	(-6.17116558295085e+01dB,6.66597340688038e+01°)
9.52796164023602e+04	(-6.18937603925029e+01dB,6.64296585627129e+01°)
9.54992586021386e+04	(-6.20757275039420e+01dB,6.62003533186031e+01°)
9.57194071294794e+04	(-6.22575580718312e+01dB,6.59718128988258e+01°)
9.59400631515882e+04	(-6.24392529956638e+01dB,6.57440319218785e+01°)
9.61612278383614e+04	(-6.26208131665201e+01dB,6.55170050615818e+01°)
9.63829023623919e+04	(-6.28022394671665e+01dB,6.52907270462725e+01°)
9.66050878989762e+04	(-6.29835327721514e+01dB,6.50651926580114e+01°)
9.68277856261198e+04	(-6.31646939479018e+01dB,6.48403967318062e+01°)
9.70509967245438e+04	(-6.33457238528163e+01dB,6.46163341548468e+01°)
9.72747223776913e+04	(-6.35266233373586e+01dB,6.43929998657563e+01°)
9.74989637717335e+04	(-6.37073932441483e+01dB,6.41703888538553e+01°)
9.77237220955759e+04	(-6.38880344080508e+01dB,6.39484961584383e+01°)
9.79489985408647e+04	(-6.40685476562663e+01dB,6.37273168680645e+01°)
9.81747943019932e+04	(-6.42489338084168e+01dB,6.35068461198602e+01°)
9.84011105761081e+04	(-6.44291936766321e+01dB,6.32870790988347e+01°)
9.86279485631158e+04	(-6.46093280656351e+01dB,6.30680110372071e+01°)
9.88553094656886e+04	(-6.47893377728248e+01dB,6.28496372137464e+01°)
9.90831944892715e+04	(-6.49692235883587e+01dB,6.26319529531214e+01°)
9.93116048420881e+04	(-6.51489862952346e+01dB,6.24149536252650e+01°)
9.95405417351474e+04	(-6.53286266693698e+01dB,6.21986346447462e+01°)
9.97700063822500e+04	(-6.55081454796803e+01dB,6.19829914701543e+01°)
1.00000000000000e+05	(-6.56875434881627e+01dB,6.17680196034914e+01°)
